filename,sentence,age,gender,accents,variant,demog_group,bucket,duration_s
common_voice_bn_31643531,রেলস্টেশন মুক্তিযোদ্ধারা দখল করেন।,,,,,,,
common_voice_bn_31643552,বীজ থেকে পলি ব্যাগে চারা তৈরি করে কিংবা কলম প্রস্তুত করে জমিতে রোপণ করতে হবে।,,,,,,,
common_voice_bn_31643583,"ভবিষ্যতে ইউনাইটেড দোহা, সিঙ্গাপুর, করাচী, রেঙ্গুন, দমদম, রিয়াদ, আবুধাবি ও জাকার্তায় পরিসেবা বিস্তৃত করার পরিকল্পনা করছে।",,,,,,,
common_voice_bn_31643585,অস্ট্রেলিয়ান ক্রিকেট বোর্ড যা বর্তমানে ক্রিকেট অস্ট্রেলিয়া নামে পরিচিত সংস্থার মাধ্যমে আনুষ্ঠানিকভাবে আন্তর্জাতিক খেলা ও সফর আয়োজন করে।,,,,,,,
common_voice_bn_31643607,"ধারাবাহিকটি পরিচালনা করেছেন কৌশিক মুখোপাধ্যায়, যিনি কিউ নামেও পরিচিত।",twenties,male_masculine,India-Bangla,,,,
common_voice_bn_31643654,এতে ছাপাখানার সে সময়ের ইতিহাস বিবৃত করা হয়েছে।,,,,,,,
common_voice_bn_31643657,কালি লিনাক্স ডেবিয়ান জেসি থেকে নির্মিত।,,,,,,,
common_voice_bn_31643670,দেশে ফিরে যাদবপুর বিশ্ববিদ্যালয়ে অধ্যাপনা শুরু করেন।,,,,,,,
common_voice_bn_31643703,"তাদের দুটি সন্তান, পুত্র আনান এবং কন্যা জারা।",,,,,,,
common_voice_bn_31643826,বর্তমানে এই ক্লাবের ম্যানেজারের দায়িত্ব পালন করছেন দানিয়েল রামোস এবং সভাপতির দায়িত্ব পালন করছেন রুই মিগেল মেলো কোরদেইরো।,,,,,,,
common_voice_bn_31643885,টেস্ট ক্রিকেট ইতিহাসের সবচেয়ে লম্বা বোলারদের অন্যতম ছিলেন গার্নার।,,,,,,,
common_voice_bn_31643965,প্রাকৃতিক দূর্যোগ থেকে মুক্তি পাওয়ার জন্য মন্দিরে মাথা ঠোকেনা।,,,,,,,
common_voice_bn_31643971,এর ভিত্তিপ্রস্তর স্থাপন করেন প্রধানমন্ত্রী শেখ হাসিনা।,,,,,,,
common_voice_bn_31644016,কিন্তু এর দক্ষিণদিকে তিব্বতীয় মালভূমি।,,,,,,,
common_voice_bn_31644036,তিনি সেবা প্রকাশনী থেকে প্রকাশিত তিন গোয়েন্দা নামক গোয়েন্দা কাহিনীর স্রষ্টা।,teens,male_masculine,,,,,
common_voice_bn_31644061,হিজ মাস্টার্স ভয়েস গ্রামোফোন কোম্পানিতে তিনটি গানের রেকর্ড করেন।,,,,,,,
common_voice_bn_31644107,এটি কর্মক্ষমতা এবং দক্ষতা মান স্থির করা হয়েছে এবং ক্রমাগত বিস্তৃত হচ্ছে।,,,,,,,
common_voice_bn_31644238,সপ্তদশ লোকসভা নির্বাচনে তিনি মিজোরাম লোকসভা কেন্দ্রের লোকসভা সদস্য হিসেবে নির্বাচিত হন।,,,,,,,
common_voice_bn_31644250,"কারণ, তখন সিসিলির সম্রাজ্ঞী ছিলো রিচার্ডের বোন ও হেনরির কন্যা জেন।",twenties,male_masculine,,,,,
common_voice_bn_31644262,সভায় উর্দু ও ফারসি ভাষায় প্রবন্ধাদি পাঠ ও আলোচনা হতো।,,,,,,,
common_voice_bn_31644312,কিন্তু কোয়ান্টাম তত্ত্বে সংকেত বিস্তারের গতিবেগ আলোর গতিবেগের চেয়েও বেশি হতে পারে।,,,,,,,
common_voice_bn_31644315,নারীশিক্ষা সম্পর্কেও বাসুদেব ছিলেন প্রগতিশীল।,,,,,,,
common_voice_bn_31644658,পরবর্তীকালে এদের প্রসারণের ফলেই মানব সভ্যতার অন্যতম প্রাচীন সিন্ধু সভ্যতার বিকাশ ঘটে।,,,,,,,
common_voice_bn_31644699,শারীরিক জলবায়ু মডেলগুলি সাম্প্রতিক দশকগুলিতে সৌর আউটপুট এবং আগ্নেয়গিরির কার্যকলাপে কেবলমাত্র বৈচিত্র্য বিবেচনা করে দ্রুত উষ্ণায়নের পুনরুৎপাদন করতে পারে না।,,,,,,,
common_voice_bn_31644721,এই মাদ্রাসা থেকেই তিনি তাফসীর ও হাদীস বিষয়ে উচ্চশিক্ষা লাভ করেন।,,,,,,,
common_voice_bn_31644755,তিনি ও বামহাতি উদ্বোধনী ব্যাটসম্যান বার্ট সাটক্লিফ তিনটি খেলাতে সুন্দর সূচনা এনে দিয়েছিলেন।,twenties,male_masculine,,,,,
common_voice_bn_31644777,এটিই তার সর্বশেষ টেস্ট অংশগ্রহণ ছিল।,twenties,male_masculine,,,,,
common_voice_bn_31644842,তবে এই কাজগুলো মুসলিমদের জন্য নিষিদ্ধ।,,,,,,,
common_voice_bn_31644845,তিনি সিরীয় খ্রিস্টান ছিলেন।,,,,,,,
common_voice_bn_31644887,"যাইহোক, যেকোন আসনের মাধ্যমেই গর্ভধারণ হতে পারে যেখানে তরল শুক্রাণু যোনির নির্দিষ্ট অঞ্চলে প্রবেশ করে।",twenties,male_masculine,,,,,
common_voice_bn_31644922,তিনি খায়বার অভিযানে অংশগ্রহণ করেন।,teens,male_masculine,,,,,
common_voice_bn_31644932,সমগ্র দক্ষিণ এবং মধ্য আমেরিকা থেকে সংবাদ পরিবেশন করে তিনি আরব বিশ্বকে এক সুদূর মহাদেশ সম্পর্কে এক অভূতপূর্ব অন্তর্দৃষ্টি দেন।,twenties,male_masculine,,,,,
common_voice_bn_31644942,বি বি গাঙ্গুলি স্ট্রিট একমুখী।,twenties,male_masculine,,,,,
common_voice_bn_31644963,"কিছু পুনর্গঠিত ও সংস্কারবাদী ইহুদি ""মন্দির"" শব্দ ব্যবহার করে থাকে।",twenties,male_masculine,,,,,
common_voice_bn_31644994,কিছু আফগান নারী তাদের লিঙ্গের কারণে তাদের পণ্য বিক্রি করতে সমস্যায় পড়ে।,teens,male_masculine,,,,,
common_voice_bn_31645004,মাত্র আট বছর বয়স থেকেই বিভিন্ন প্রতিযোগীতায় অংশগ্রহণ করতেন তিনি।,,,,,,,
common_voice_bn_31645023,ব্রিটিশ ইস্ট ইন্ডিয়া কোম্পানি তৎকালীন অধিনায়ক উইলিয়াম কিলিং সর্বপ্রথম এই দ্বীপের সন্ধান করেছিলেন।,twenties,male_masculine,,,,,
common_voice_bn_31645071,"যদিও পরে, ইন্দোনেশিয়া পেরুতে নিজেদের দূতাবাস স্থাপন করে।",,,,,,,
common_voice_bn_31645147,ছবিটি প্রযোজনা করেছে তরঙ্গ সিনে প্রোডাকশন।,,,,,,,
common_voice_bn_31645230,"তারা তার ছেলে আমান সিং এবং শের সিংকে সিংহাসনে উত্তরাধিকারী হিসেবে গ্রহণ করে নি, কারণ তারা বয়সে ছোট ছিল।",twenties,male_masculine,,,,,
common_voice_bn_31645241,গৌণ কর্ম মুখ্য কর্মের পূর্বে বসে।,twenties,male_masculine,,,,,
common_voice_bn_31645272,এই নদীর তীরে ঝালকাঠি শহর অবস্থিত।,,,,,,,
common_voice_bn_31645279,তিনি ত্রিপুরা ও ভারতের উপজাতি সম্প্রদায়ের বিষয়ে বিভিন্ন বিষয় উত্থাপন করছেন।,,,,,,,
common_voice_bn_31645365,তাঁরা তাঁদের সম্পর্ককে নিয়ন্ত্রণে আনার চেষ্টা করছেন।,twenties,male_masculine,,,,,
common_voice_bn_31645405,"টড তার শৈশবে কয়েক বছর ভারতে কাটান, তার পিতা সেখানে ব্রিটিশ সেনাবাহিনীর অফিসার ও চিকিৎসক হিসেবে কর্মরত ছিলেন।",,,,,,,
common_voice_bn_31645406,সমগ্র খেলোয়াড়ী জীবনে একটিমাত্র টেস্টে অংশগ্রহণ করেছেন বাল দানি।,,,,,,,
common_voice_bn_31645411,শিশুরা সাধারণ বয়স্কদের চেয়ে বেশি এই রোগ ছড়ায়।,,,,,,,
common_voice_bn_31645517,১৯৮০ থেকে ১৯৯০ এই এক দশক আন্তর্জাতিকভাবে পানি ও পয়নিষ্কাষণ শুদ্ধি অভিজান চলেছিল।,,,,,,,
common_voice_bn_31645522,১৯৮০ থেকে ১৯৯০ এই এক দশক আন্তর্জাতিকভাবে পানি ও পয়নিষ্কাষণ শুদ্ধি অভিজান চলেছিল।,,,,,,,
common_voice_bn_31645667,"তিনি ৩৭টি পূর্ণদৈর্ঘ্য কাহিনীচিত্র, প্রামাণ্যচিত্র ও স্বল্পদৈর্ঘ্য চলচ্চিত্র নির্মাণ করেন।",twenties,male_masculine,,,,,
common_voice_bn_31645674,তারা দু’জন তর্ক করেন এবং পরস্পরের সাথে দ্বিমত পোষণ করেন।,,,,,,,
common_voice_bn_31645735,সিপিআই-এর মতে ভারতীয়রা বিশ্বের বিভিন্ন স্থানে বিদেশিদের সাহায্যে অনেকগুলি কমিউনিস্ট গোষ্ঠী স্থাপন করেছিল।,twenties,male_masculine,,,,,
common_voice_bn_31645780,কার্তিক তামিলনাড়ুর ক্রিসেন্ট ইঞ্জিনিয়ারিং কলেজ থেকে যন্ত্র প্রকৌশল পড়ার পর যুক্তরাষ্ট্র থেকে শিল্প প্রকৌশলে স্নাতকোত্তর ডিগ্রি অর্জন করেন।,,,,,,,
common_voice_bn_31645841,এর সদরদপ্তর ভারতের মুম্বাইতে অবস্থিত।,,,"Native,fluent",,,,
common_voice_bn_31645851,চলচ্চিত্রটি এর স্ক্রিপ্ট এবং প্রধান অভিনেতাদের অভিনয়ের জন্য অত্যন্ত ইতিবাচক পর্যালোচনা পেয়েছে।,,,,,,,
common_voice_bn_31645910,"তিনি ৩৭টি পূর্ণদৈর্ঘ্য কাহিনীচিত্র, প্রামাণ্যচিত্র ও স্বল্পদৈর্ঘ্য চলচ্চিত্র নির্মাণ করেন।",,,,,,,
common_voice_bn_31645937,বর্তমানে বিভিন্ন শহর ও কলকারখানা থেকে নদীটিতে প্রতিদিন পাঁচশত টন বর্জ্য এসে পড়ছে এবং নদীটি ভয়াবহ দূষণের শিকার।,,,,,,,
common_voice_bn_31645969,পরবর্তী তিন মৌসুমেও নিরবিচ্ছিন্নভাবে তিনি তার এই কার্যকর অল-রাউন্ড নৈপুণ্য অব্যাহত রাখেন।,,,,,,,
common_voice_bn_31645985,যার ফলে জেলাটি প্রদেশের সর্বাধিক জনবহুল অংশগুলির মধ্যে একটি হিসেবে জায়গা করে নিয়েছে।,,,,,,,
common_voice_bn_31646009,"চলচ্চিত্রটি সংস্কৃতি এবং এর মূল্যবোধ প্রদর্শন করে, বাস্তবতা প্রসারিত করে এবং আমাদের বিশ্বের বিভিন্ন সামাজিক অশুভ শক্তিকে মোকাবেলা করে।",,,,,,,
common_voice_bn_31646010,তিনি চিকিৎসা অনুশীলনের বদলে গবেষণা চালিয়ে যান।,,,,,,,
common_voice_bn_31646044,বার কাউন্সিলের সদস্যরা নিজেদের মধ্য থেকে একজনকে ভাইস চেয়ারম্যান নির্বাচন করে।,,,,,,,
common_voice_bn_31646095,খুব সহজে এবং তাড়াতাড়ি কোনো নেটওয়ার্ক তৈরি করতে এ টপোলজি বেশ কার্যকর।,,,,,,,
common_voice_bn_31646288,"তিনি ৩৭টি পূর্ণদৈর্ঘ্য কাহিনীচিত্র, প্রামাণ্যচিত্র ও স্বল্পদৈর্ঘ্য চলচ্চিত্র নির্মাণ করেন।",twenties,male_masculine,,,,,
common_voice_bn_31646296,প্রাপ্তবয়স্ক পুরুষ ও কিশোর বালকের পারস্পরিক যৌন সম্পর্কটি নিয়ে যথাযথ গবেষণা হয়নি।,,,,,,,
common_voice_bn_31646312,যকৃৎ ও বৃক্কের রোগে আক্রান্ত ব্যক্তিদের এই ওষুধ ব্যবহার করা যাবে না।,teens,male_masculine,,,,,
common_voice_bn_31646320,"ফাইল ফরম্যাট মালিকানাধীন বা ফ্রি, অপ্রকাশিত বা উন্মুক্ত হতে পারে।",,,,,,,
common_voice_bn_31646368,পেদ্রো লিসবনে জন্মগ্রহণ করেন।,,,,,,,
common_voice_bn_31646383,ছবিটি পরিচালনা করেছেন রাম কুমার।,,,,,,,
common_voice_bn_31646591,তৎকালীন অবিভক্ত ভারতের ভাইসরয় ছিলেন লর্ড হার্ডিঞ্জ।,teens,female_feminine,,,,,
common_voice_bn_31646717,তাছাড়া বায়ুদূষণের কারণে প্রতিবছর প্রায় ২২ লাখ মানুষ শ্বাসকষ্টে মারা যায়।,,,,,,,
common_voice_bn_31646788,"সিনেমাটির শেষে, তিনি একজন রক স্টার।",twenties,male_masculine,,,,,
common_voice_bn_31646868,পাটনায় শের শাহের দুর্গটি আর নেই।,twenties,male_masculine,,,,,
common_voice_bn_31646869,"এই অনুষ্ঠানে গান্ধীর একটি বক্তৃতা পাঠ করেন খলিফা শুজা-উদ-দিন, যিনি পরে পাঞ্জাবের প্রাদেশিক পরিষদের স্পিকার হবেন।",,,,,,,
common_voice_bn_31646945,এ দম্পতির পাঁচ সন্তান ছিল।,,,,,,,
common_voice_bn_31647046,এছাড়া কুড়ি ছু নদীতে একটি জলবিদ্যুৎ কেন্দ্র রয়েছে।,,,Bangladeshi,,,,
common_voice_bn_31647084,নিউজিল্যান্ড ক্রিকেট দলের অন্যতম সদস্য ছিলেন।,,,,,,,
common_voice_bn_31647170,তিনি সব চেয়ে বেশি সুপরিচিত ছিলেন বাংলাদেশ হিন্দু-বৌদ্ধ-খ্রিস্টান ঐক্য পরিষদের হয়ে সংখ্যালঘুদের পক্ষে কাজ করে।,twenties,male_masculine,,,,,
common_voice_bn_31647229,এইসময় তিনি খাম্স অঞ্চলের শাসকদের পৃষ্ঠপোষকতা লাভ করেন।,,,,,,,
common_voice_bn_31647425,চরিত্রটি ধারাবাহিকটির প্রধান নারী চরিত্র ছিল।,,,,,,,
common_voice_bn_31647428,আমাদের মাতৃভাষা জাপানী।,,,,,,,
common_voice_bn_31647429,তারা একসাথে একটি একাডেমিক স্বাস্থ্য বিজ্ঞান কেন্দ্র গঠন করে।,,,,,,,
common_voice_bn_31647503,যে সমস্ত সদস্যরা প্রথম সভায় শপথ নেননি তারা প্রথমবারের মতো কোনও সভায় অংশ নেওয়ার পরে শপথ নেন।,twenties,male_masculine,Bangladeshi bangla ,,,,
common_voice_bn_31647571,তিনি তার বাবাকে অনুসরণ করে তার মতো একজন কিংবদন্তি হতে এই ক্লাবে যোগদান করেন।,twenties,male_masculine,Bangladeshi bangla ,,,,
common_voice_bn_31647597,ইয়েমেন অন্য রাষ্ট্রগুলোর মত না হয়ে নিজের স্বাধীনতা বজায় রাখে এবং জাতিসংঘ সদস্যপদ ও পৃথক দূতাবাস রক্ষা করে চলে।,,,,,,,
common_voice_bn_31647625,এছাড়া বিদ্যালয়ের মাঠ-সামনের পাহাড়-ক্যাডেট কলেজ ক্যাম্পাসের সৌন্দর্য এটিকে অপরূপ সৌন্দর্য দান করেছে।,,,,,,,
common_voice_bn_31647660,এর ছয়জন শিক্ষার্থী টুরিং পুরস্কার অর্জন করেছেন।,,,,,,,
common_voice_bn_31647819,এটি মূলত গাইবান্ধা জেলার পলাশবাড়ী উপজেলার অন্তর্গত একটি প্রাচীন মসজিদ।,,,Bangladeshi,,,,
common_voice_bn_31647918,এছাড়াও নিচেরসারিতে ব্যাট হাতে নিয়েও বেশ ভূমিকা রেখেছিলেন।,,,,,,,
common_voice_bn_31647919,"এটি বাংলাদেশ নৌবাহিনীর দুটি জাহাজ, এবং কে প্রতিস্থাপন করে, যে দুটিকে আগে মোতায়েন করা হয়েছিল।",,,,,,,
common_voice_bn_31647950,বিস্তৃত সবুজ মাঠের উত্তর দিকে রয়েছে প্রাচীন অশ্বত্থবৃক্ষ।,,,,,,,
common_voice_bn_31648001,এর পর সড়কটি কিছু দূর অগ্রসর হয়ে উত্তর-পূব দিকে বাঁক নিয়ে দামোদর নদের পশ্চিম তীরে পৌছায়।,,,Bangladeshi,,,,
common_voice_bn_31648099,বিগত চার বছরেরও কম সময়ে শ্রীপেরুম্বুদুর-ওরগড়ম অর্থনৈতিক বলয়ে ব্যপক উন্নতি হয়েছে।,,,,,,,
common_voice_bn_31648144,কখনও কখনও তা বাঁশ ও খড় দিয়েও তৈরি করা হয়ে থাকে।,,,Bangladeshi,,,,
common_voice_bn_31648233,তাদের শাসনকাল এক শতাব্দীর মত চালু ছিল।,,,Bangladeshi,,,,
common_voice_bn_31648461,"একজন উপ-মহাব্যবস্থাপক প্রশাসনিক উইং, নীতি নির্ধারণ ও আন্তর্জাতিক উইং, এবং বিশ্লেষণ উইং দেখেন।",,,,,,,
common_voice_bn_31648465,"শিকাগো বিশ্ববিদ্যালয়ে তাঁর অভিসন্দর্ভের মূল প্রতিপাদ্য ছিল ""শিকাগো শহরের হ্রদ।""",,,,,,,
common_voice_bn_31648583,"তিনি ধ্রুপদী মণিপুরী নৃত্যের বহু প্রযোজনার, নৃত্য পরিকল্পনা এবং পরিচালনা করেছেন।",,,মাঝামাঝি,,,,
common_voice_bn_31648586,"তাঁর অন্য উপাধি ""নিজাম উল-মুলক"" তাঁর পদমর্যাদায় পরিণত হয়েছিল ""হায়দরাবাদের নিজাম""।",,,,,,,
common_voice_bn_31648634,তার সুরারোপিত অনেক গান বেতার ও টেলিভিশনে প্রচারিত হয়েছে।,,,,,,,
common_voice_bn_31648802,"তিনি তার নিউ ইয়র্ক অ্যাপার্টমেন্টে প্রথম অ্যালবাম, ""রাইট অফ রিয়েল"" রেকর্ডিং শুরু করেন, এবং পরে টরন্টোতে অ্যালবামটি সম্পন্ন করেন।",,,,,,,
common_voice_bn_31648834,এরপর তিনি দ্গা'-ল্দান বৌদ্ধবিহার বিশ্ববিদ্যালয়ের ব্যাং-র্ত্সে মহাবিদ্যালয়ে অধ্যাপনা করেন।,,,,,,,
common_voice_bn_31648868,"এটি ময়দা বা চালের গুঁড়ো, লবণ, চিনি, নারকেল ইত্যাদি দিয়ে তৈরী করা হয়ে থাকে।",,,,,,,
common_voice_bn_31648894,তিনি ঢাকায় বুলবুল ললিতকলা একাডেমি থেকে ক্লাসিক্যাল নৃত্য শিখেছিলেন।,,,,,,,
common_voice_bn_31648907,তোমার মাথা ব্যাথা চলে গেছে?,twenties,male_masculine,,,,,
common_voice_bn_31648947,এই মসজিদটি চারদিক হতে প্রাচীর দিয়ে ঘেরা এবং প্রাচীরের দু’দিকে দু’টি প্রবেশদ্বার রয়েছে।,twenties,male_masculine,,,,,
common_voice_bn_31649055,ছবিটি মুক্তি পাবার পর এটা অনেক সময়ই অন্য ছবির প্রযোজনা সংস্থার সাথে গুলিয়ে যেত একই নাম থাকার কারণে।,,,,,,,
common_voice_bn_31649062,জিনিসপত্রের এই কম্পিউটার সিস্টেমের সাথে ইন্টারনেটের সংযোগ দেয়ার মাধ্যমে আমরা তাকে বলছি ইন্টারনেট সংযোজিত জিনিসপত্র বা ইন্টারনেট অব থিংস।,,,,,,,
common_voice_bn_31649159,ঠিক এমনি সময়ে তিনি কেমব্রিজ থেকে একটি আমন্ত্রণ পান।,,,,,,,
common_voice_bn_31649204,তিনি এখন মহিলা ফুটবল অ্যাসোসিয়েশন এর প্রধান কর্মকর্তা।,,,Native and fluent,,,,
common_voice_bn_31649206,শীতকালে সড়কের বেশির ভাগ অংশ বরফে ঢাকা থাকে।,,,Native and fluent,,,,
common_voice_bn_31649223,"এই ঘাঁটিতে বিভিন্ন ধরনের মিসাইল, টর্পেডো ও মাইনের রক্ষণাবেক্ষণ কার্যাদি সম্পন্ন করা হয়ে থাকে।",,,,,,,
common_voice_bn_31649234,শীতকালে সড়কের বেশির ভাগ অংশ বরফে ঢাকা থাকে।,,,,,,,
common_voice_bn_31649244,এই স্টেশনটি জোকা এলাকাতে অবস্থিত।,,,,,,,
common_voice_bn_31649293,আবৃত্তি শৈলীর উপর তিনি বইও রচনা করেছেন।,,,,,,,
common_voice_bn_31649391,"তাদের এক কন্যা রয়েছে, তার নাম কৃষ্ণা ভাট।",,,,,,,
common_voice_bn_31649423,তার জ্ঞাতি এবং সেনাধ্যক্ষ ছিলেন মুরাদ আহমদ চৌধুরী।,twenties,female_feminine,,,,,
common_voice_bn_31649444,মেক্সিকো পরবর্তী বছরগুলোয় আধিপত্য বিস্তার করে।,,,,,,,
common_voice_bn_31649514,এটিতে সাতটি অংশ রয়েছে এবং প্রতিটি অংশে আলাদা আলাদা বৈজ্ঞানিক উপকরণ বরাদ্দ করা হয়েছে।,,,,,,,
common_voice_bn_31649534,অল্পের জন্য বেঁচে গেছি।,,,,,,,
common_voice_bn_31649564,গল্পের পটভূমি গড়ে উঠেছে কানপুর শহরে।,twenties,male_masculine,,,,,
common_voice_bn_31649680,তিনি বিদ্যালয়ে যাওয়া বা প্রথাগত পড়াশোনা করার সুযোগ পাননি।,,,,,,,
common_voice_bn_31649797,এ আর রহমান সর্বাধিক সাতবার এই পুরস্কার লাভ করেন।,,,,,,,
common_voice_bn_31649809,"এরপর এক, দুই, তিন এভাবে সাতটি অংশে অনেকগুলো করে কবিতা একত্রিত করা হয়েছে।",,,,,,,
common_voice_bn_31650023,অর্থনীতি ও শিক্ষাব্যবস্থায় জেলাটি বেশ পেছনে পড়ে রয়েছে।,teens,male_masculine,,,,,
common_voice_bn_31650080,এটি চট্টগ্রামের চট্টগ্রাম রেলওয়ে স্টেশন থেকে ঢাকার কমলাপুর রেলওয়ে স্টেশন পর্যন্ত চলাচল করতো।,twenties,male_masculine,,,,,
common_voice_bn_31650142,তবে এ দুটি বিষয় ছাড়াও বর্তমানে সমাজবিজ্ঞানের নানা বিষয় এবং আরো অনেক বিষয় এই প্রতিষ্ঠানে পড়ানো হয়ে থাকে।,,,,,,,
common_voice_bn_31650143,এই চলচ্চিত্রের জন্য তিনি শ্রেষ্ঠ কাহিনীকার ও শ্রেষ্ঠ সংলাপ রচয়িতা বিভাগে জাতীয় চলচ্চিত্র পুরস্কার অর্জন করেন।,,,,,,,
common_voice_bn_31650199,"তবে কবে-কখন রবীন্দ্রনাথ এসেছিলেন, তা নিশ্চিত করতে পারলেন না তারা।",twenties,female_feminine,,,,,
common_voice_bn_31650204,পরিবারের মধ্যে প্রথম ব্যক্তি হিসেবে তিনি কলেজে অধ্যয়ন করেন।,,,"চলিত ,বরিশাল ও ঢাকার মিশ্রণে তৈরি খাঁটি বাঙাল ভাষা",,,,
common_voice_bn_31650218,এই দুটি ছাড়াও শহরে আরও স্কুল রয়েছে।,teens,male_masculine,,,,,
common_voice_bn_31650221,"তিনি বলেছেন, তিনি তাদের জলবায়ু সংক্রান্ত গ্রাফ এবং ডেটা দেখানোর চেষ্টা করেছিলেন যাতে তারা পরিবেশের ক্ষতি না করে।",twenties,male_masculine,,,,,
common_voice_bn_31650238,তবে দেবতার পূজায় নিবেদনের জন্য বছরের বিভিন্ন সময়ে বিভিন্ন প্রকার পিঠে প্রস্তুত করার বিধান রয়েছে।,,,,,,,
common_voice_bn_31650415,"বিকল্পভাবে, সামগ্রী বিতরণ প্ল্যাটফর্মগুলি হোস্ট করা সামগ্রী পরিচালনার সিস্টেমগুলির মতো করে দূরে সামগ্রী তৈরি করে এবং সিন্ডিকেট করে।",,,,,,,
common_voice_bn_31650416,তিনি অন্ধ্র প্রদেশ বিধানসভায় অ্যাংলো-ভারতীয়দের জন্য সংরক্ষিত আসনের বিধায়ক পদে মনোনীত হয়েছিলেন।,,,,,,,
common_voice_bn_31650422,তিনি লন্ডনে কংগ্রেসের ব্রিটিশ সমিতি এবং তার জার্নালের অর্থায়ন করেন।,,,,,,,
common_voice_bn_31650426,অস্ট্রেলিয়া মহিলা দলের বিপক্ষে শ্রীলঙ্কার এটি হচ্ছে প্রথম দ্বিপক্ষীয় সিরিজ।,,,,,,,
common_voice_bn_31650539,রাজকোট জংশন শহরের প্রধান রেলওয়ে স্টেশন।,teens,male_masculine,"চলিত ,বরিশাল ও ঢাকার মিশ্রণে তৈরি খাঁটি বাঙাল ভাষা",,,,
common_voice_bn_31650542,"বিজ্ঞান বিভাগের জন্য এই প্রতিষ্ঠানে আছে পদার্থ বিজ্ঞান ল্যাব, রসায়ন ল্যাব, জীব বিজ্ঞান ল্যাব।",teens,male_masculine,"চলিত ,বরিশাল ও ঢাকার মিশ্রণে তৈরি খাঁটি বাঙাল ভাষা",,,,
common_voice_bn_31650609,এই মতবাদ মূলত বিপণন ক্ষেত্রে উদ্ভূত সমস্যা ও জটিলতা নিরসনে সহায়তা করে।,teens,male_masculine,,,,,
common_voice_bn_31650610,কয়েকটি নিকটবর্তী দ্বীপের অধিকার নিয়ে জাপানের সাথে প্রতিবেশী রাষ্ট্রগুলোর বিরোধ আছে।,teens,male_masculine,"চলিত ,বরিশাল ও ঢাকার মিশ্রণে তৈরি খাঁটি বাঙাল ভাষা",,,,
common_voice_bn_31650614,পরবর্তীকালে উইকেট-রক্ষণের দিকে ঝুঁকে পড়েন তিনি।,teens,male_masculine,"চলিত ,বরিশাল ও ঢাকার মিশ্রণে তৈরি খাঁটি বাঙাল ভাষা",,,,
common_voice_bn_31650719,এই শহরটি অন্ধ্রপ্রদেশের পঞ্চম জনবহুল শহর।,teens,male_masculine,"চলিত ,বরিশাল ও ঢাকার মিশ্রণে তৈরি খাঁটি বাঙাল ভাষা",,,,
common_voice_bn_31650721,ভাল ফসল ফসল এবং শক্তিশালী শিল্প সম্প্রসারণ এছাড়াও অর্থনীতি সাহায্য করে।,teens,male_masculine,"চলিত ,বরিশাল ও ঢাকার মিশ্রণে তৈরি খাঁটি বাঙাল ভাষা",,,,
common_voice_bn_31650755,ছবিটি ব্রিটিশ পুলিশকে অনার কিলিং সম্পর্কে প্রশিক্ষণ দিতে ব্যবহৃত হচ্ছে।,teens,male_masculine,"চলিত ,বরিশাল ও ঢাকার মিশ্রণে তৈরি খাঁটি বাঙাল ভাষা",,,,
common_voice_bn_31650757,পরে তিনজনকে গ্রেফতার করে পুলিশ।,teens,male_masculine,"চলিত ,বরিশাল ও ঢাকার মিশ্রণে তৈরি খাঁটি বাঙাল ভাষা",,,,
common_voice_bn_31650876,এই লোকসভা কেন্দ্রের প্রতিটি বিধানসভা কেন্দ্রই অসংরক্ষিত আসন।,teens,male_masculine,"চলিত ,বরিশাল ও ঢাকার মিশ্রণে তৈরি খাঁটি বাঙাল ভাষা",,,,
common_voice_bn_31650901,এই সময়ে পেঁয়াজ-আকৃতির গম্বুজের নকশা বিকাশ লাভ করে।,,,,,,,
common_voice_bn_31650921,অতিরিক্ত সময়ের পর পুনরায় অ্যাওয়ে গোল সংখ্যার নিয়ম কার্যকর হবে।,teens,male_masculine,"চলিত ,বরিশাল ও ঢাকার মিশ্রণে তৈরি খাঁটি বাঙাল ভাষা",,,,
common_voice_bn_31650955,"মহানগরীতে উর্দু ভাষার একটি সাংস্কৃতিক কেন্দ্র, ""উর্দু হল""ও এখানে অবস্থিত।",teens,male_masculine,"চলিত ,বরিশাল ও ঢাকার মিশ্রণে তৈরি খাঁটি বাঙাল ভাষা",,,,
common_voice_bn_31650961,প্রতিটি গ্রুপের শীর্ষ দুটি দল কোয়ার্টার-ফাইনালে উত্তীর্ণ হওয়ার সাথে সাথে রাউন্ড-রবিন নিয়মে একে অপরের মুখোমুখি হবে।,teens,male_masculine,"চলিত ,বরিশাল ও ঢাকার মিশ্রণে তৈরি খাঁটি বাঙাল ভাষা",,,,
common_voice_bn_31651001,"ব্রান্ড মূত্র নিয়ে পরীক্ষা-নিরীক্ষা করছিলেন, যাতে বেশ কিছু পরিমাণ দ্রবীভূত বিপাকীয় ফসফেট ছিল।",,,,,,,
common_voice_bn_31651104,"এর রঙ সবুজাভ হলুদ, সোনালি বা বাদামি হলুদ হয়ে থাকে।",,,,,,,
common_voice_bn_31651142,ডিমের উপর আস্তরণ দেবার জন্য তারা আঠা এবং প্রতিরক্ষামূলক পদার্থ উৎপন্ন করতে পারে।,,,,,,,
